component	explained_variance_pct	t0_happy.sad_r	tlast_happy.sad_r	t0_angry.calm_r	tlast_angry.calm_r	t0_fearful.unflinching_r	tlast_fearful.unflinching_r
PC1	15.829171180725098	-0.2128286773793759	-0.24670221671544182	0.4989954164284828	0.2822001634185811	0.6583356078150244	0.18071340838072464
PC2	12.533113479614258	-0.8324263333242401	-0.45142307183106	-0.3781977566087886	-0.10195249250626442	0.19634498949072143	0.26293293300835957
PC3	9.542060852050781	-0.030256914255401317	-0.08104674262332927	0.3823081091335337	0.2566470543544072	0.2077880725237547	0.11753762306561027
PC4	6.216893196105957	0.05077802319810838	0.03192273182398818	-0.2483695896344017	0.021343965507663654	-0.2325823941257024	0.011443884991562129
PC5	4.836462497711182	-0.21543498571969597	-0.07175849304605543	0.25182494361503915	0.10780205969431866	0.4790073625800711	0.10735213512428422
PC6	4.232395648956299	-0.24071677576070472	-0.015942144987980668	0.2005683599653259	-0.05837853728666122	0.08531415096323537	-0.11216017942333203
PC7	3.081195831298828	-0.09811074479276746	0.037041612298185256	-0.06111725707191733	-0.06400023204498428	0.0559349649857671	0.006986750778808934
PC8	2.348562479019165	-0.019186911645984787	0.021010324518643222	0.12121187288612639	0.002124146516413806	0.005010863465541383	-0.008226780973676644
