component	explained_variance_pct	t0_happy.sad_r	tlast_happy.sad_r	t0_angry.calm_r	tlast_angry.calm_r	t0_fearful.unflinching_r	tlast_fearful.unflinching_r
PC1	29.377544403076172	0.5246245092185542	0.502602272925135	-0.6662034049604244	-0.46571742794032367	0.04999673630832121	-0.40222227749333084
PC2	16.51076316833496	-0.6039909280305569	-0.548434231588743	-0.3682820225505017	-0.1843181765145713	0.5053574384329855	0.4560505313648421
PC3	8.617242813110352	-0.10152644618404058	-0.0033994323983606353	0.1778934935263232	0.12901751211107135	0.0606817812632162	0.001725998363461781
PC4	6.376768589019775	-0.16797920025776591	0.09725423502530355	0.06326404422993331	-0.33797862675628493	0.43638747829901603	-0.1445361351402777
PC5	4.257230758666992	0.022564844193593288	-0.041643402603741955	-0.18570114706453705	-0.09867151603848673	-0.12150781270210831	0.07247249370541016
PC6	3.901806116104126	0.1267281429062339	-0.0439895565863062	-0.2702220440341555	-0.029321859904094857	-0.24012468464716857	0.022585041671780184
PC7	1.928884506225586	-0.2145462697719037	-0.08341644243476168	0.06723001677473464	0.09370529806436724	0.19873568680412124	-0.012019033839969346
PC8	1.5726699829101562	-0.15908268927548108	-0.014982243692431998	0.23526835246814382	0.0737226112768427	0.31001980895887105	0.09288117232694498
