layer	pc1_var	pc2_var	silhouette	between_centroid_std_pc1	between_centroid_std_pc2
2	0.5913836359977722	0.04176519811153412	-0.058312252163887024	0.5678795455603383	0.06141107839203463
3	0.6458446383476257	0.03154698759317398	-0.010663565248250961	0.7813202983616705	0.161195287679952
4	0.6072996854782104	0.042207617312669754	-0.04539203271269798	0.870413739327661	0.11554664755160163
5	0.5983995795249939	0.03734442591667175	-0.012620867229998112	1.0445260662825047	0.20737529835510407
6	0.5089819431304932	0.04679609462618828	-0.005011458415538073	1.200045008823808	0.2691737547192444
7	0.5497371554374695	0.03963877633213997	0.004365476313978434	1.5434473213222144	0.32044509749969646
8	0.552908182144165	0.03921407088637352	0.030524061992764473	1.8364458071312895	0.402112800542398
9	0.4951879382133484	0.0438748262822628	0.049984876066446304	1.9385426785168092	0.4869005139698398
10	0.4285151958465576	0.05319787934422493	0.06475582718849182	2.0244895521121737	0.6137221549040617
11	0.40615785121917725	0.055485762655735016	0.07104766368865967	2.1632847519472262	0.6966087357418591
12	0.3404746651649475	0.06407060474157333	0.0820477157831192	2.148820361233394	0.76435675025223
13	0.29940900206565857	0.07028284668922424	0.08373002707958221	2.1630209696486826	0.8486032949628448
14	0.2710210978984833	0.07571752369403839	0.08189913630485535	2.228048926269838	0.9285520191931801
15	0.25240182876586914	0.07398959249258041	0.08571133762598038	2.265386040982745	0.9687481192995324
16	0.22559717297554016	0.07892525941133499	0.09095773845911026	2.3254789916981666	1.1066078847187808
17	0.19974297285079956	0.09023535996675491	0.10630995780229568	2.5231778693834825	1.3733890778805604
18	0.19332915544509888	0.0994897335767746	0.08897800743579865	2.913839717964261	1.6458957024836798
19	0.16348513960838318	0.09500431269407272	0.10723794251680374	3.276508676018786	2.0036056435632483
20	0.16895699501037598	0.09113412350416183	0.10909701883792877	3.578875067799794	2.151442620113819
21	0.168193519115448	0.09773050993680954	0.10059233754873276	3.7730694248258185	2.3619251307515134
22	0.1646556705236435	0.09382005035877228	0.09745647013187408	3.92488432199264	2.4074829355988707
23	0.1613451987504959	0.09359830617904663	0.09646139293909073	3.909408736482352	2.428887188484662
24	0.1588212251663208	0.09658929705619812	0.10247151553630829	3.9634671443511493	2.524374895365367
25	0.1610572636127472	0.09377392381429672	0.10285639017820358	3.9875190940870233	2.464700358928164
26	0.16538046300411224	0.09410709142684937	0.09738242626190186	4.200316360150777	2.521289958741485
27	0.16894055902957916	0.0930916965007782	0.0983307808637619	4.282101885423936	2.5500116830986768
28	0.1722901612520218	0.09820547699928284	0.09527437388896942	4.37385314767861	2.624652473286911
29	0.17352454364299774	0.09790784865617752	0.09189281612634659	4.376731541323706	2.5725034569426564
30	0.18119670450687408	0.10202639549970627	0.08804135024547577	4.583737965836971	2.6783659435930045
31	0.1796787679195404	0.09849749505519867	0.08922626823186874	4.595117423153933	2.6457121899014546
32	0.18288245797157288	0.09620098024606705	0.08730845898389816	4.7149841587477725	2.6311627679435885
33	0.18159721791744232	0.09768733382225037	0.09463194012641907	5.00094850366353	2.820938386102108
34	0.18463225662708282	0.09878623485565186	0.09863457828760147	5.749334694327929	3.22081296557617
35	0.14388920366764069	0.09244687855243683	0.11550883948802948	6.859956011112781	4.22529918227196
36	0.14443738758563995	0.09598702192306519	0.10982420295476913	7.790170080726601	4.876561596275729
37	0.1437579244375229	0.10020501911640167	0.1090514212846756	8.125159120608668	5.229168416870915
38	0.14395767450332642	0.09676174819469452	0.11576874554157257	8.165458918107602	5.137236217690954
39	0.14076754450798035	0.09705141931772232	0.1085917130112648	7.946295859383752	5.004209225072694
40	0.14307504892349243	0.10120565444231033	0.10715261101722717	7.71968303812005	4.885912304102046
41	0.14979496598243713	0.10271719098091125	0.10517210513353348	7.733693634825087	4.862787286473458
42	0.15681850910186768	0.10039043426513672	0.11191202700138092	7.962462432600352	4.903641847208205
43	0.1600600779056549	0.10169924795627594	0.10957130789756775	8.300972321754244	5.112227278459567
44	0.16786332428455353	0.10476327687501907	0.10851791501045227	8.799365040566174	5.347834392470951
45	0.17187169194221497	0.10617531090974808	0.1039910763502121	9.032383400157812	5.442183206851444
46	0.17190884053707123	0.10805154591798782	0.09897063672542572	9.304321065996577	5.661988669820597
47	0.17149892449378967	0.10641838610172272	0.09863809496164322	9.536975117148954	5.769245389577696
48	0.17445336282253265	0.10756300389766693	0.09687579423189163	10.182233799357695	6.120382297163432
49	0.1703319102525711	0.10596632212400436	0.10025285184383392	11.099930310041097	6.727757842943967
50	0.1790107935667038	0.11083191633224487	0.09899047017097473	13.747555867857079	8.332565765804484
51	0.16266994178295135	0.10467418283224106	0.10379530489444733	16.108266335797655	10.122754251227413
52	0.1565331369638443	0.10679367929697037	0.10859300196170807	18.315659794700174	11.867661078220829
53	0.1563548445701599	0.1083865612745285	0.10317082703113556	19.957922503868012	13.177375659129353
54	0.15323980152606964	0.10512826591730118	0.10057694464921951	21.845413068325357	14.262412512397335
55	0.1471949815750122	0.10107056051492691	0.10156921297311783	22.72994857041935	14.955375022899267
56	0.14669691026210785	0.10217150300741196	0.10196946561336517	24.45171328022669	16.332886118082047
57	0.1434023678302765	0.10083819180727005	0.10053518414497375	25.431112270541487	17.08698520962929
58	0.14366410672664642	0.1001320406794548	0.09858470410108566	26.460979943761412	17.609146809789465
59	0.1465793251991272	0.09548231214284897	0.10273777693510056	27.427441549779036	18.117735538763824
60	0.14504975080490112	0.09305641055107117	0.1065264642238617	29.540620034123755	19.44031895713831
61	0.1433730274438858	0.0926370769739151	0.11034823954105377	31.297406193761176	20.685590341835663
