component	explained_variance_pct	t0_happy.sad_r	tlast_happy.sad_r	t0_angry.calm_r	tlast_angry.calm_r	t0_fearful.unflinching_r	tlast_fearful.unflinching_r
PC1	29.06644630432129	0.6694875278584874	0.11030117809675741	-0.44211933784151286	-0.02769389859490082	-0.43048970545480336	-0.10528483229925592
PC2	18.9727840423584	-0.27133580735607193	-0.29469063640708193	-0.40143752906614194	0.178946530892858	-0.5417738812312799	-0.1037727285976298
PC3	10.431857109069824	0.049924285732449475	-0.037743960613614236	0.40072214983166476	0.04741835645588866	0.2047969673189705	0.049896141859528065
PC4	6.510734558105469	-0.20264803236917983	-0.056570887354690826	-0.009829710633163853	0.0700130817808905	-0.12235776416224929	-0.04556027863527064
PC5	5.019223213195801	-0.2019611273791253	-0.08169285068897751	0.2341462899717509	0.05626687512024349	0.33141488172243694	-0.04916106008020457
PC6	2.4909799098968506	-0.3849145829585197	-0.0771860583781057	0.0909575821788938	0.010907577381540249	0.4025711194645605	0.06552743946700142
PC7	2.0613605976104736	-0.1456411601950401	0.08963667111130612	-0.00841351216854887	-0.07690913255807731	-0.03458600112270538	0.008991519789381893
PC8	1.6598124504089355	-0.2266405254895668	0.1359184207141656	-0.004795321551083024	-0.1355044073525707	0.06881262658911333	0.11796968890360324
