condition	n_rows_kept	n_faces_kept	hidden_to_face_acc	hidden_to_face_macroF1	majority_baseline	uniform_baseline	hidden_to_quadrant_acc	face_to_hidden_top5_weighted_eta2	face_to_hidden_top5_eta2_norm	face_centroid_r2_full_hidden	quadrant_centroid_r2_full_hidden	face_gain_over_quadrant_pp
intro_none	99	7	0.898989898989899	0.7722370015302539	0.2727272727272727	0.14285714285714285	0.9024390243902439	0.4177018463826815	0.7316362679658732	0.4502415463940195	0.29433626141631386	15.590528497770562
intro_pre	88	8	0.9204545454545454	0.8746970803150402	0.26136363636363635	0.125	0.8943089430894309	0.47659123125891256	0.78664899372931	0.5246280906964379	0.20422113728252111	32.040695341391675
intro_lorem	108	7	0.9537037037037037	0.9455328798185941	0.24074074074074073	0.14285714285714285	0.9512195121951219	0.4276263349196463	0.758774533750646	0.465484985134786	0.2438960632957219	22.15889218390641
