condition	n_rows_kept	n_faces_kept	hidden_to_face_acc	hidden_to_face_macroF1	majority_baseline	uniform_baseline	hidden_to_quadrant_acc	face_to_hidden_top5_weighted_eta2	face_to_hidden_top5_eta2_norm	face_centroid_r2_full_hidden	quadrant_centroid_r2_full_hidden	face_gain_over_quadrant_pp
intro_none	97	8	0.7216494845360825	0.6272120650061827	0.18556701030927836	0.125	0.9916666666666667	0.5855573003861778	0.7584290168997744	0.6086112968786168	0.5755401725117886	3.307112436682824
intro_pre	84	9	0.7142857142857143	0.6846226254828406	0.20238095238095238	0.1111111111111111	1.0	0.5361974169279771	0.7835107544878593	0.5728338243345326	0.4954830186727911	7.735080566174146
intro_lorem	96	8	0.625	0.47672061201472965	0.1875	0.125	1.0	0.5804189357152169	0.784094246337547	0.6038735489193532	0.5792071534798438	2.4666395439509436
