first_word	gemma_emit_count	gemma_emit_HP	gemma_emit_LP	gemma_emit_HN-D	gemma_emit_HN-S	gemma_emit_LN	gemma_emit_NB	gemma_modal	gemma_modal_frac	qwen_emit_count	qwen_emit_HP	qwen_emit_LP	qwen_emit_HN-D	qwen_emit_HN-S	qwen_emit_LN	qwen_emit_NB	qwen_modal	qwen_modal_frac	ministral_emit_count	ministral_emit_HP	ministral_emit_LP	ministral_emit_HN-D	ministral_emit_HN-S	ministral_emit_LN	ministral_emit_NB	ministral_modal	ministral_modal_frac	present_in	n_models	all3_modal_agree	jsd_gemma_qwen	jsd_gemma_ministral	jsd_qwen_ministral
(✨💸🎉)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	ministral	1				
(✨📖✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
(✨📖❤️)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
(✿◠‿◠)	23	1	19	0	0	0	3	LP	0.8261	7	0	7	0	0	0	0	LP	1.0	14	7	3	0	0	2	2	HP	0.5	gemma,qwen,ministral	3	False	0.0644	0.2583	0.4102
(✿️◠‿◠)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(❁´‿`❁)	0	0	0	0	0	0	0		0.0	2	0	2	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(❄️☕)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	3	0	3	0	0	0	0	LP	1.0	ministral	1				
(❤️✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	ministral	1				
(❤️💔)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(・_・)	17	0	0	0	0	0	17	NB	1.0	8	0	0	0	0	0	8	NB	1.0	0	0	0	0	0	0	0		0.0	gemma,qwen	2				
(・_・;)	0	0	0	0	0	0	0		0.0	32	0	0	0	10	1	21	NB	0.6562	1	0	0	0	0	0	1	NB	1.0	qwen,ministral	2				
(・_・?)	0	0	0	0	0	0	0		0.0	1	0	0	0	0	0	1	NB	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(・̀ω・́)	2	0	0	0	0	0	2	NB	1.0	5	0	0	0	1	0	4	NB	0.8	0	0	0	0	0	0	0		0.0	gemma,qwen	2				
(・̀‿・́)	0	0	0	0	0	0	0		0.0	6	0	0	0	0	0	6	NB	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(・ω・)	0	0	0	0	0	0	0		0.0	3	0	0	0	0	0	3	NB	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(・ө・)	3	0	0	0	0	0	3	NB	1.0	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	gemma	1				
(・‿・)	0	0	0	0	0	0	0		0.0	2	0	0	0	0	0	2	NB	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(・∀・)	0	0	0	0	0	0	0		0.0	15	0	0	0	0	0	15	NB	1.0	1	0	0	0	0	0	1	NB	1.0	qwen,ministral	2				
(ꈍ‿ꈍ)	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(꒪_꒪ʃ)	0	0	0	0	0	0	0		0.0	1	0	0	1	0	0	0	HN-D	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(꒪_꒪✿)	0	0	0	0	0	0	0		0.0	1	0	0	1	0	0	0	HN-D	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(﹏-)	1	0	0	0	1	0	0	HN-S	1.0	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	gemma	1				
(Ｔ▽Ｔ)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	4	0	0	1	2	1	0	HN-S	0.5	ministral	1				
(＾▽＾)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(＾・ω・＾)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	4	0	0	0	0	0	4	NB	1.0	ministral	1				
(＾ｖ＾)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	1	0	1	0	HN-D	0.5	ministral	1				
(＾ｖ＾;)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	1	0	1	0	HN-D	0.5	ministral	1				
(｡>﹏<｡)	5	0	0	0	5	0	0	HN-S	1.0	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	gemma	1				
(｡˃‿˂)	10	10	0	0	0	0	0	HP	1.0	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	gemma	1				
(｡‿‿‿｡)	17	0	17	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	gemma	1				
(｡╯︵╰｡)	27	0	0	0	0	27	0	LN	1.0	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	gemma	1				
(｡◕‿◕｡)	99	0	9	0	0	0	90	NB	0.9091	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	gemma	1				
(｡♡‿♡｡)	2	2	0	0	0	0	0	HP	1.0	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	gemma	1				
(｡♥‿♥｡)	55	7	46	0	0	0	2	LP	0.8364	4	0	4	0	0	0	0	LP	1.0	5	1	0	0	0	2	2	LN	0.4	gemma,qwen,ministral	3	False	0.0604	0.5212	0.6931
(｡・̀‿-)	8	0	0	0	0	0	8	NB	1.0	1	0	1	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	gemma,qwen	2				
(｡・́︿・̀｡)	192	0	0	11	62	119	0	LN	0.6198	24	0	0	0	2	22	0	LN	0.9167	11	3	1	0	1	4	2	LN	0.3636	gemma,qwen,ministral	3	True	0.072	0.2603	0.2509
(｡・ω・｡)	3	0	3	0	0	0	0	LP	1.0	2	0	2	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	gemma,qwen	2				
(｡・ㅅ・｡)	2	0	2	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	gemma	1				
(ﾉ>ω<)	0	0	0	0	0	0	0		0.0	53	52	0	0	0	0	1	HP	0.9811	0	0	0	0	0	0	0		0.0	qwen	1				
(ﾉ≧▽≦�	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(ﾉ◕ヮ◕)	15	15	0	0	0	0	0	HP	1.0	44	42	1	0	0	0	1	HP	0.9545	79	24	20	4	4	9	18	HP	0.3038	gemma,qwen,ministral	3	True	0.016	0.3392	0.268
(ﾉﾟ_ﾟ)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(ﾉﾟ∀ﾟ)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	4	0	0	3	1	0	0	HN-D	0.75	ministral	1				
(ﾟдﾟ)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	3	0	0	0	3	0	0	HN-S	1.0	ministral	1				
(ﾟдﾟ;)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	1	0	0	0	HN-D	1.0	ministral	1				
(￣_￣;)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(￣ω￣)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
(￣∇￣)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	0	1	NB	1.0	ministral	1				
(￣▽￣)	0	0	0	0	0	0	0		0.0	3	0	1	0	0	0	2	NB	0.6667	9	0	1	0	1	4	3	LN	0.4444	qwen,ministral	2				
(￣▽￣;)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	0	0	2	0	LN	1.0	ministral	1				
(￣ヘ￣)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	0	1	1	0	HN-S	0.5	ministral	1				
(🌀💨🌪️)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(🌊💦)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(🌊💦😨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(🌞✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
(🌞🍅)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
(🌤️✨)	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(🌪️💥)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(🌪️💨⚠�	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(🌪️💨🔴	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	0	2	0	0	HN-S	1.0	ministral	1				
(🌪️🔴)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(🌬️)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	0	0	0	2	NB	1.0	ministral	1				
(🌱✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	3	0	3	0	0	0	0	LP	1.0	ministral	1				
(🌱😊)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
(🌳✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	0	1	NB	1.0	ministral	1				
(🌸*zzz*🌿)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
(🌸´▽`🌸)	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(🌸🍃)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
(🌿✨)	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	2	0	2	0	0	0	0	LP	1.0	qwen,ministral	2				
(🌿🍃✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
(🌿🍲)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	6	0	6	0	0	0	0	LP	1.0	ministral	1				
(🌿🪑☀️)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	2	0	0	0	0	LP	1.0	ministral	1				
(🌿🪑✨	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
(🌿🪑🍋�	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
(🍋✨)	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(🍞✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	2	0	0	0	0	LP	1.0	ministral	1				
(🍲✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	2	0	0	0	0	LP	1.0	ministral	1				
(🎉✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	2	0	0	0	0	0	HP	1.0	ministral	1				
(🎉✨💰🎊	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	ministral	1				
(🎉🏃♂️�	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	4	4	0	0	0	0	0	HP	1.0	ministral	1				
(🎉💰✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	ministral	1				
(🎉📚✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	ministral	1				
(🎉🔥🏆	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	ministral	1				
(🎉🔥🏆)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	2	0	0	0	0	0	HP	1.0	ministral	1				
(🎶✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	3	0	1	0	0	0	2	NB	0.6667	ministral	1				
(🏃♂️💨�	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	ministral	1				
(🐦✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	0	1	NB	1.0	ministral	1				
(🐾‿🐾)	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(👀)	0	0	0	0	0	0	0		0.0	2	0	0	0	0	0	2	NB	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(👀_👀)	0	0	0	0	0	0	0		0.0	1	0	0	0	0	0	1	NB	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(👀📻)	0	0	0	0	0	0	0		0.0	1	0	0	0	0	0	1	NB	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(💀⚖️)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(💀✋)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(💀❤️)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(💔)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	3	0	0	0	2	1	0	HN-S	0.6667	ministral	1				
(💔╯°□°)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(💔✋)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	7	0	0	0	6	1	0	HN-S	0.8571	ministral	1				
(💔✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(💔｡・ﾟﾟ�	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(💖✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	3	2	0	0	1	0	0	HP	0.6667	ministral	1				
(💙✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(💙❤️)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(💙❤️💙)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(💥✨💥)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	ministral	1				
(💥🌍💨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(💪🔥)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	ministral	1				
(💪🔥💥)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	2	0	0	0	0	0	HP	1.0	ministral	1				
(💪🔥😤)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	3	3	0	0	0	0	0	HP	1.0	ministral	1				
(📚)	0	0	0	0	0	0	0		0.0	1	0	0	0	0	0	1	NB	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(🔥´∀`)	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(🔥🐶❄️)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
(🔥💨	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(🔥💨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(🔥💨⚠️)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(🔥💨🔥)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(🔥💨🚨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	0	2	0	0	HN-S	1.0	ministral	1				
(😅)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	0	0	2	0	LN	1.0	ministral	1				
(😔)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😔✊)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(😔✋)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😔・̀‿・́)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(😞️)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	1	0	0	0	HN-D	1.0	ministral	1				
(😡)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	4	0	0	4	0	0	0	HN-D	1.0	ministral	1				
(😡_💢)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	1	0	0	0	HN-D	1.0	ministral	1				
(😡_😡)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	2	0	0	0	HN-D	1.0	ministral	1				
(😡✊)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	9	0	0	9	0	0	0	HN-D	1.0	ministral	1				
(😡✋)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	1	0	0	0	HN-D	1.0	ministral	1				
(😡💢)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	1	0	0	0	HN-D	1.0	ministral	1				
(😡🔥)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	5	0	0	5	0	0	0	HN-D	1.0	ministral	1				
(😢)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	0	1	1	0	HN-S	0.5	ministral	1				
(😢;✧)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😢✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(😤)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	1	0	0	0	HN-D	1.0	ministral	1				
(😤️💥)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	1	0	0	0	HN-D	1.0	ministral	1				
(😨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	8	0	0	0	8	0	0	HN-S	1.0	ministral	1				
(😨✈️💨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	0	2	0	0	HN-S	1.0	ministral	1				
(😨✈️💸)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😨✋)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😨❤️)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😨❤️🩹	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😨💔)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😬)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	0	2	0	0	HN-S	1.0	ministral	1				
(😬||)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😬◕‿◕✿)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(😬⚕️)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😬✋)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	8	0	0	0	7	0	1	HN-S	0.875	ministral	1				
(😰)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😰⏳)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😰✋)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😰💔)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😱)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	1	1	0	0	HN-D	0.5	ministral	1				
(😱|￣ω￣|)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😱⏳)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😱✈️💥)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😱✋)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	4	0	0	3	1	0	0	HN-D	0.75	ministral	1				
(😱・_・;)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😱💥)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😱💦)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😳)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(😳✋)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	1	0	0	0	HN-D	1.0	ministral	1				
(😳❤️🩹	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	1	0	0	0	HN-D	1.0	ministral	1				
(😳💔)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	1	0	0	0	HN-D	1.0	ministral	1				
(😵💫)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	0	2	0	0	HN-S	1.0	ministral	1				
(🚦✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	0	1	NB	1.0	ministral	1				
(🚦💡)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	2	0	0	0	0	0	2	NB	1.0	ministral	1				
(🚨🔥💨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(🛀⁎‿⁎)	1	0	1	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	gemma	1				
(🛀🌿)	1	0	1	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	gemma	1				
(🛁✨)	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(🤯💸🎉)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	ministral	1				
(🤲✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	1	0	0	HN-S	1.0	ministral	1				
(🥰)	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(🥹✨💖)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	ministral	1				
(🥺)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(🥺✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	0	0	0	1	0	LN	1.0	ministral	1				
(🥺💧)	0	0	0	0	0	0	0		0.0	1	1	0	0	0	0	0	HP	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(🧶´・ω・`)	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	0	0	0	0	0	0	0		0.0	qwen	1				
(🧶✨)	0	0	0	0	0	0	0		0.0	0	0	0	0	0	0	0		0.0	1	0	1	0	0	0	0	LP	1.0	ministral	1				
