size	encoders	weighted_correct	weighted_acc	weighted_kappa	majority_correct	majority_resolved	majority_acc_resolved	majority_kappa_resolved	abstain_rate
9	gemma,haiku,ministral,qwen,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4127614971393633	28	46	0.6086956521739131	0.5143695014662757	0.7228915662650602
9	gemma,haiku,ministral,qwen,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4108832807570978	22	37	0.5945945945945946	0.49591280653950964	0.7771084337349398
9	gemma,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4124792449532465	22	36	0.6111111111111112	0.5097276264591439	0.7831325301204819
9	gemma,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4095639573178764	25	36	0.6944444444444444	0.616650532429816	0.7831325301204819
7	gemma,granite,haiku,ministral,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4075346992729676	39	67	0.582089552238806	0.4708039492242595	0.5963855421686747
8	gemma,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40813451888370467	22	35	0.6285714285714286	0.5215562565720295	0.7891566265060241
9	gemma,gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4112444171994045	30	49	0.6122448979591837	0.5115424973767051	0.7048192771084337
8	gemma,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4088890842748495	20	27	0.7407407407407407	0.6746987951807228	0.8373493975903614
8	gemma,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4079520936990887	25	38	0.6578947368421053	0.5500910746812385	0.7710843373493976
8	gemma,granite,haiku,ministral,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.408499032201302	20	30	0.6666666666666666	0.5786516853932584	0.8192771084337349
10	gemma,granite,haiku,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40847301042629025	15	22	0.6818181818181818	0.5815217391304348	0.8674698795180723
8	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4087591240875912	25	34	0.7352941176470589	0.6592427616926504	0.7951807228915663
11	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4094342937456079	26	33	0.7878787878787878	0.7236842105263157	0.8012048192771084
7	gemma,granite,haiku,ministral,qwen,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4078738770477366	38	53	0.7169811320754716	0.6457219251336899	0.6807228915662651
11	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4088630968082301	26	33	0.7878787878787878	0.7230215827338129	0.8012048192771084
10	gemma,gpt_oss_20b,granite,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4087851206964781	19	23	0.8260869565217391	0.7761557177615572	0.8614457831325302
4	gemma,ministral,rinna_bilingual_4b_jpfull,rinna_jp_3_6b	85	0.5120481927710844	0.4129922291102768	12	15	0.8	0.7383720930232558	0.9096385542168675
8	gemma,granite,haiku,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4091488333260096	12	18	0.6666666666666666	0.37572254335260113	0.891566265060241
7	gemma,gpt_oss_20b,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b	85	0.5120481927710844	0.41036660235046485	32	48	0.6666666666666666	0.5775577557755776	0.7108433734939759
8	gemma,granite,haiku,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4095380291586158	16	31	0.5161290322580645	0.211864406779661	0.8132530120481928
8	gemma,granite,haiku,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4090969017798286	13	22	0.5909090909090909	0.28	0.8674698795180723
10	gemma,haiku,ministral,qwen,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.41222241650638225	17	26	0.6538461538461539	0.5491329479768787	0.8433734939759037
5	gemma,haiku,ministral,qwen,rinna_bilingual_4b_jpfull	85	0.5120481927710844	0.40940835419686394	41	70	0.5857142857142857	0.48994974874371866	0.5783132530120482
7	gemma,gpt_oss_20b,granite,ministral,rinna_bilingual_4b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.40706442651144326	36	54	0.6666666666666666	0.579402855906534	0.6746987951807228
10	gemma,gpt_oss_20b,granite,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4083689004268052	26	33	0.7878787878787878	0.7288732394366197	0.8012048192771084
8	gemma,granite,haiku,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4087851206964781	13	17	0.7647058823529411	0.5723270440251571	0.8975903614457832
8	gemma,granite,haiku,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4093045732109126	19	28	0.6785714285714286	0.5942028985507246	0.8313253012048193
8	gemma,granite,haiku,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4084469863616367	21	32	0.65625	0.5487179487179488	0.8072289156626506
6	gemma,granite,haiku,ministral,rinna_bilingual_4b,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4079260237780714	30	41	0.7317073170731707	0.6646840148698885	0.7530120481927711
11	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4091488333260096	25	35	0.7142857142857143	0.6365524402907581	0.7891566265060241
8	gemma,haiku,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4109607044289657	21	34	0.6176470588235294	0.5216450216450217	0.7951807228915663
6	gemma,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30	85	0.5120481927710844	0.40771738172848204	31	40	0.775	0.7103781174577635	0.7590361445783133
6	gemma,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull	85	0.5120481927710844	0.4084209600070394	25	31	0.8064516129032258	0.7526595744680851	0.8132530120481928
9	gemma,gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.409356468262684	31	46	0.6739130434782609	0.5934001178550383	0.7228915662650602
12	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40964172813487887	21	28	0.75	0.6608996539792387	0.8313253012048193
10	gemma,gpt_oss_20b,granite,haiku,ministral,qwen,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp	85	0.5120481927710844	0.40912286869397085	24	29	0.8275862068965517	0.7772657450076805	0.8253012048192772
4	gemma,ministral,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b	85	0.5120481927710844	0.4112186364233481	12	16	0.75	0.6923076923076923	0.9036144578313253
7	gemma,granite,haiku,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40737802459341543	39	63	0.6190476190476191	0.5260188087774296	0.6204819277108433
6	gemma,granite,haiku,ministral,rinna_bilingual_4b_jpfull,rinna_jp_3_6b	85	0.5120481927710844	0.4083689004268052	17	22	0.7727272727272727	0.7263681592039801	0.8674698795180723
5	gemma,gpt_oss_20b,ministral,rinna_bilingual_4b_jpfull,rinna_jp_3_6b	85	0.5120481927710844	0.4133507853403141	38	61	0.6229508196721312	0.5369636963696369	0.6325301204819277
6	gemma,haiku,ministral,qwen,rinna_bilingual_4b_jpfull,rinna_jp_3_6b	85	0.5120481927710844	0.40974539069359084	15	21	0.7142857142857143	0.6430594900849859	0.8734939759036144
6	gemma,granite,haiku,ministral,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40743025869287386	28	39	0.717948717948718	0.6442786069651741	0.7650602409638554
7	gemma,granite,haiku,ministral,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4084209600070394	36	58	0.6206896551724138	0.5208411565903117	0.6506024096385542
10	gemma,gpt_oss_20b,granite,haiku,qwen,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.409356468262684	20	26	0.7692307692307693	0.7028571428571428	0.8433734939759037
8	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4079781613244099	32	47	0.6808510638297872	0.5987478656801366	0.7168674698795181
8	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4082647537737095	29	41	0.7073170731707317	0.6303531179564237	0.7530120481927711
7	gemma,gpt_oss_20b,haiku,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40990081629070485	38	62	0.6129032258064516	0.508099173553719	0.6265060240963856
10	gemma,granite,haiku,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4102114220545663	13	19	0.6842105263157895	0.5064935064935064	0.8855421686746988
7	gemma,granite,haiku,ministral,qwen,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40719513270434693	42	63	0.6666666666666666	0.5821225521162351	0.6204819277108433
10	gemma,gpt_oss_20b,granite,haiku,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.40842096000703954	28	36	0.7777777777777778	0.7170923379174853	0.7831325301204819
6	gemma,granite,haiku,qwen,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jp	85	0.5120481927710844	0.4084990322013021	24	34	0.7058823529411765	0.6105383734249714	0.7951807228915663
6	gemma,granite,haiku,qwen,rinna_bilingual_4b_jpfull,rinna_jp_3_6b	85	0.5120481927710844	0.4083689004268052	17	22	0.7727272727272727	0.6961325966850829	0.8674698795180723
8	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp	85	0.5120481927710844	0.40847301042629003	34	45	0.7555555555555555	0.6818766066838047	0.7289156626506024
7	gemma,granite,haiku,ministral,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.40951209872205874	36	59	0.6101694915254238	0.5231904427266338	0.6445783132530121
10	gemma,gpt_oss_20b,granite,haiku,ministral,qwen,rinna_bilingual_4b,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4082126666960081	22	30	0.7333333333333333	0.6680497925311204	0.8192771084337349
7	gemma,gpt_oss_20b,granite,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4100561600561601	33	46	0.717391304347826	0.6467808623744832	0.7228915662650602
8	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jp	85	0.5120481927710844	0.4084990322013021	28	36	0.7777777777777778	0.7073170731707317	0.7831325301204819
10	gemma,gpt_oss_20b,granite,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.40922671353251316	27	39	0.6923076923076923	0.6112956810631229	0.7650602409638554
8	gemma,granite,haiku,qwen,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40829079387431777	12	19	0.631578947368421	0.5249999999999999	0.8855421686746988
8	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40844698636163657	33	49	0.673469387755102	0.5827567855242152	0.7048192771084337
6	gemma,granite,haiku,ministral,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4078738770477366	23	33	0.696969696969697	0.6237172177879133	0.8012048192771084
7	gemma,gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30	85	0.5120481927710844	0.4103148846592404	36	61	0.5901639344262295	0.48670481319421066	0.6325301204819277
8	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.40852505168697495	27	37	0.7297297297297297	0.6605504587155964	0.7771084337349398
6	gemma,granite,haiku,ministral,rinna_jp_3_6b,rinna_jp_3_6b_jp	85	0.5120481927710844	0.40774347002598765	23	31	0.7419354838709677	0.6876574307304786	0.8132530120481928
8	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_jp_3_6b	85	0.5120481927710844	0.4083949313621964	24	30	0.8	0.7417503586800573	0.8192771084337349
6	gemma,granite,haiku,ministral,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4070905723608783	34	50	0.68	0.601196410767697	0.6987951807228916
6	gemma,granite,haiku,ministral,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp	85	0.5120481927710844	0.40774347002598776	32	44	0.7272727272727273	0.6535433070866142	0.7349397590361446
8	gemma,granite,haiku,ministral,qwen,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp	85	0.5120481927710844	0.4087851206964781	14	19	0.7368421052631579	0.6735395189003436	0.8855421686746988
8	gemma,granite,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4082647537737095	18	24	0.75	0.6821192052980132	0.8554216867469879
10	gemma,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4092267135325133	14	23	0.6086956521739131	0.483790523690773	0.8614457831325302
8	gemma,gpt_oss_20b,granite,haiku,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40922671353251316	21	27	0.7777777777777778	0.71875	0.8373493975903614
8	gemma,gpt_oss_20b,granite,haiku,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40771738172848204	26	35	0.7428571428571429	0.6788990825688073	0.7891566265060241
8	gemma,gpt_oss_20b,granite,haiku,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40831683168316835	25	34	0.7352941176470589	0.6482758620689655	0.7951807228915663
8	gemma,gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp	85	0.5120481927710844	0.41018555073035934	18	22	0.8181818181818182	0.7602179836512262	0.8674698795180723
9	gemma,granite,haiku,qwen,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40818661971830994	28	46	0.6086956521739131	0.4996978851963747	0.7228915662650602
8	gemma,gpt_oss_20b,granite,haiku,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.40865511478582117	26	34	0.7647058823529411	0.7017543859649122	0.7951807228915663
11	gemma,gpt_oss_20b,granite,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4093045732109124	27	39	0.6923076923076923	0.6112956810631229	0.7650602409638554
9	gemma,granite,haiku,qwen,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40896703296703296	25	36	0.6944444444444444	0.6016096579476862	0.7831325301204819
8	gemma,gpt_oss_20b,granite,haiku,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4096676471879528	25	37	0.6756756756756757	0.5734870317002883	0.7771084337349398
9	gemma,granite,haiku,qwen,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4098231137251459	25	40	0.625	0.5290423861852434	0.7590361445783133
7	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull	85	0.5120481927710844	0.40834286720056334	40	60	0.6666666666666666	0.588053553038105	0.6385542168674698
9	gemma,granite,haiku,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40865511478582117	27	45	0.6	0.48798988621997474	0.7289156626506024
8	gemma,gpt_oss_20b,granite,haiku,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.408837107056496	19	25	0.76	0.6900826446280992	0.8493975903614458
8	gemma,gpt_oss_20b,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4091747956762458	28	39	0.717948717948718	0.6292134831460674	0.7650602409638554
11	gemma,gpt_oss_20b,granite,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40912286869397085	29	39	0.7435897435897436	0.6714406065711879	0.7650602409638554
9	gemma,granite,haiku,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40925266903914603	21	37	0.5675675675675675	0.4553817847286109	0.7771084337349398
7	gemma,gpt_oss_20b,haiku,ministral,qwen,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4085250516869747	42	68	0.6176470588235294	0.5186496052273346	0.5903614457831325
11	gemma,gpt_oss_20b,granite,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.40912286869397074	24	31	0.7741935483870968	0.7102803738317757	0.8132530120481928
7	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jp	85	0.5120481927710844	0.4082907938743179	45	75	0.6	0.50199203187251	0.5481927710843373
8	gemma,gpt_oss_20b,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4102114220545663	17	24	0.7083333333333334	0.6241610738255033	0.8554216867469879
3	gemma,gpt_oss_20b,ministral	85	0.5120481927710844	0.4105475428521328	74	120	0.6166666666666667	0.5371457320140868	0.27710843373493976
5	gemma,granite,haiku,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jp	85	0.5120481927710844	0.4083949313621965	38	60	0.6333333333333333	0.5387840670859538	0.6385542168674698
7	gemma,gpt_oss_20b,haiku,ministral,qwen,rinna_jp_3_6b,rinna_jp_3_6b_jp	85	0.5120481927710844	0.40891506945665557	48	71	0.676056338028169	0.6019015114578254	0.572289156626506
9	gemma,granite,haiku,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4098231137251459	23	40	0.575	0.4538152610441768	0.7590361445783133
3	gemma,ministral,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40881111501934564	51	101	0.504950495049505	0.39629408248655107	0.39156626506024095
7	gemma,gpt_oss_20b,granite,haiku,ministral,rinna_bilingual_4b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4082387113810405	42	63	0.6666666666666666	0.5900216919739696	0.6204819277108433
8	gemma,gpt_oss_20b,granite,haiku,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40797816132441	27	43	0.627906976744186	0.5245335176226678	0.7409638554216867
8	gemma,gpt_oss_20b,haiku,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4090189873417721	26	35	0.7428571428571429	0.625	0.7891566265060241
11	gemma,gpt_oss_20b,granite,haiku,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4087591240875912	31	46	0.6739130434782609	0.5870736086175943	0.7228915662650602
7	gemma,granite,haiku,ministral,qwen,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.40761300555114977	40	57	0.7017543859649122	0.6267334360554699	0.6566265060240963
8	gemma,gpt_oss_20b,granite,ministral,rinna_bilingual_4b,rinna_bilingual_4b_jp,rinna_jp_3_6b,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.4082387113810403	14	18	0.7777777777777778	0.7061224489795919	0.891566265060241
9	gemma,haiku,ministral,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.41286406707130696	28	46	0.6086956521739131	0.5140845070422535	0.7228915662650602
7	gemma,gpt_oss_20b,granite,haiku,qwen,rinna_bilingual_4b_jpfull,rinna_jp_3_6b_jp	85	0.5120481927710844	0.4085250516869747	42	62	0.6774193548387096	0.5873544093178037	0.6265060240963856
8	gemma,gpt_oss_20b,granite,ministral,rinna_bilingual_4b_jpfull,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.40992671259928914	15	20	0.75	0.673202614379085	0.8795180722891567
8	gemma,gpt_oss_20b,granite,ministral,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jp,rinna_jp_3_6b_jpfull	85	0.5120481927710844	0.40836890042680507	19	26	0.7307692307692307	0.6546489563567363	0.8433734939759037
7	gemma,granite,haiku,qwen,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b_jpfull,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4074824835852464	41	65	0.6307692307692307	0.5388708247117941	0.608433734939759
7	gemma,gpt_oss_20b,granite,haiku,qwen,rinna_bilingual_4b,rinna_bilingual_4b_jpfull	85	0.5120481927710844	0.40852505168697495	42	66	0.6363636363636364	0.5453501722158438	0.6024096385542168
10	gemma,granite,haiku,ministral,qwen,rinna_bilingual_4b_jp,rinna_bilingual_4b_jpfull,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b,rinna_jp_3_6b_jpfull30	85	0.5120481927710844	0.4088890842748494	15	21	0.7142857142857143	0.6181818181818182	0.8734939759036144
7	gemma,gpt_oss_20b,granite,haiku,qwen,rinna_bilingual_4b_jpfull30,rinna_jp_3_6b	85	0.5120481927710844	0.40803028968917854	43	63	0.6825396825396826	0.615032080659945	0.6204819277108433
