condition	n_rows_kept	n_faces_kept	hidden_to_face_acc	hidden_to_face_macroF1	majority_baseline	uniform_baseline	hidden_to_quadrant_acc	face_to_hidden_top5_weighted_eta2	face_to_hidden_top5_eta2_norm	face_centroid_r2_full_hidden	quadrant_centroid_r2_full_hidden	face_gain_over_quadrant_pp
intro_none	76	9	0.5263157894736842	0.43384697904970976	0.17105263157894737	0.1111111111111111	0.9696969696969697	0.48726296838356364	0.7877687000018038	0.519299364739183	0.507607412244799	1.169195249438404
intro_lorem	36	5	0.6388888888888888	0.6138888888888889	0.2222222222222222	0.2	0.953125	0.5035854247231446	0.7377230516132515	0.5258876829799819	0.5915279891839884	-6.5640306204006516
intro_custom	54	5	0.6481481481481481	0.4848210922787194	0.4444444444444444	0.2	0.975609756097561	0.3333194534941015	0.5092777738865945	0.3575875438635754	0.5406937612905973	-18.310621742702192
