first_word	source_model	cell_count	sm_HP	sm_LP	sm_HN-D	sm_HN-S	sm_LN	sm_NB	modal_sm	jsd_vs_gt	sim_vs_gt	modal_gt	gt_emit	jsd_vs_pooled	sim_vs_pooled
(￣~￣;)	claude-opus-4-7	6	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(￣~￣;)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(°▽°)	claude-opus-4-7	4	1.0	0.0	0.0	0.0	0.0	0.0	HP	0.0	1.0	HP	3	0.0615	0.9112
(°▽°)	claude-opus-4-6	1	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.2158	0.6887	HP	3	0.0647	0.9067
(°▽°)	codex-hook	1	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.2158	0.6887	HP	3	0.0647	0.9067
(⊙‿⊙)	claude-opus-4-7	5	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0615	0.9112
(⊙‿⊙)	claude-opus-4-6	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.4539	0.3452
(ノ◕ヮ◕)	claude-opus-4-7	4	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.6931	0.0	HP	31	0.0615	0.9112
(ノ◕ヮ◕)	claude-opus-4-6	1	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.2158	0.6887	HP	31	0.0647	0.9067
(ノ◕ヮ◕)	codex-hook	1	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.2158	0.6887	HP	31	0.0647	0.9067
(・̀ㅂ・́)	claude-opus-4-7	5	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0615	0.9112
(・̀ㅂ・́)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.4539	0.3452
(｡◕‿‿◕｡)	claude-opus-4-7	4	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0144	0.9793
(｡◕‿‿◕｡)	gpt-5.5	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.1323	0.8091
(｡・́︿・̀｡)	claude-opus-4-7	6	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.6027	0.1304	HN-S	46	0.0	1.0
(ﾟ▽ﾟ)	claude-opus-4-7	5	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(ﾟ▽ﾟ)	codex-hook	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(￣ヘ￣)	claude-opus-4-7	5	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0326	0.953
(￣ヘ￣)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.5367	0.2257
(>‿<)	claude-opus-4-7	5	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(´ω`	claude-opus-4-7	5	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(´・ω・)	claude-opus-4-7	4	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.036	0.9481
(´・ω・)	codex-hook	1	0.0	0.5	0.0	0.0	0.0	0.5	LP				0	0.1017	0.8532
(งᵒ̌皿ᵒ̌)	claude-opus-4-7	4	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0051	0.9927
(งᵒ̌皿ᵒ̌)	codex-hook	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.1639	0.7636
(╥﹏╥)	claude-opus-4-7	5	0.0	0.0	0.5	0.0	0.5	0.0	HN-D	0.6931	0.0	HN-S	13	0.0	1.0
(╯✧∇✧)	claude-opus-4-7	4	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.036	0.9481
(╯✧∇✧)	codex-hook	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.1017	0.8532
(╹ω╹)	claude-opus-4-7	4	0.0	0.0	0.5	0.0	0.5	0.0	HN-D				0	0.0015	0.9978
(╹ω╹)	codex-hook	1	0.0	0.0	1.0	0.0	0.0	0.0	HN-D				0	0.1862	0.7313
(◕ω◕✨)	claude-opus-4-7	5	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・ω・`)	claude-opus-4-7	4	0.0	0.5	0.0	0.0	0.0	0.5	LP				0	0.0051	0.9927
(・ω・`)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.1639	0.7636
(灬°‿°灬)	claude-opus-4-7	5	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(￣^￣)	gpt-5.5	4	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(￣^￣)	gpt-5.4	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
＼(^	claude-opus-4-7	4	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0051	0.9927
＼(^	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.1639	0.7636
(>∀<☆)	claude-opus-4-7	4	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.6931	0.0	HP	14	0.0	1.0
(°□°)	claude-opus-4-7	3	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(°□°)	codex-hook	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(°ヮ°)	claude-opus-4-7	4	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
(´∀`;)	claude-opus-4-7	3	0.0	0.5	0.0	0.5	0.0	0.0	LP				0	0.008	0.9885
(´∀`;)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.1518	0.781
(´ー`)	claude-opus-4-7	3	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0454	0.9345
(´ー`)	claude-opus-4-6	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0861	0.8757
(˶˃‿˂˶)	claude-opus-4-7	4	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(˶ˆᗜˆ˵)	claude-opus-4-7	3	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0454	0.9345
(˶ˆᗜˆ˵)	gpt-5-5-thinking	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0861	0.8757
(⊙ω⊙)	claude-opus-4-7	3	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0454	0.9345
(⊙ω⊙)	codex-hook	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0861	0.8757
(◕ヮ◕)	claude-opus-4-7	3	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0454	0.9345
(◕ヮ◕)	codex-hook	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0861	0.8757
(◠‿◠✿)	claude-opus-4-7	4	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・_・?)	claude-opus-4-6	2	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.6931	0.0	NB	15	0.0956	0.8621
(・_・?)	claude-opus-4-7	2	0.0	0.5	0.0	0.0	0.0	0.5	LP	0.2158	0.6887	NB	15	0.0338	0.9512
(・́⌓・̀)	claude-opus-4-7	4	0.0	0.5	0.0	0.0	0.0	0.5	LP				0	0.0	1.0
(・ε・)	claude-opus-4-7	3	0.0	0.5	0.0	0.0	0.0	0.5	LP				0	0.0478	0.931
(・ε・)	codex-hook	1	0.0	0.5	0.5	0.0	0.0	0.0	LP				0	0.1902	0.7256
(｡・̀‿・́｡)	claude-opus-4-7	4	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(￣^￣ゞ	claude-opus-4-7	4	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(￣ω￣;)	claude-opus-4-7	3	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(￣ω￣;)	claude-opus-4-6	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(	claude-opus-4-7	2	0.6667	0.3333	0.0	0.0	0.0	0.0	HP				0	0.0009	0.9986
(	codex-hook	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.008	0.9885
(/▽＼)	claude-opus-4-7	3	0.0	0.6667	0.0	0.0	0.3333	0.0	LP				0	0.0	1.0
(=⌒‿‿⌒=)	claude-opus-4-7	2	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0144	0.9793
(=⌒‿‿⌒=)	codex-hook	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.1323	0.8091
(>_<)	claude-opus-4-7	3	0.0	0.5	0.0	0.0	0.0	0.5	LP				0	0.0	1.0
(>ω<)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(>ω<)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(¬_¬;)	claude-opus-4-7	3	0.0	0.0	0.5	0.0	0.5	0.0	HN-D				0	0.0	1.0
(´°ω°`)	claude-opus-4-7	2	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.1323	0.8091
(´°ω°`)	codex-hook	1	0.0	0.0	0.0	0.0	1.0	0.0	LN				0	0.3182	0.5409
(´·_·`)	claude-opus-4-7	2	0.0	0.5	0.0	0.0	0.0	0.5	LP	0.6931	0.0	HN-S	3	0.0	1.0
(´·_·`)	codex-hook	1	0.0	0.5	0.0	0.0	0.0	0.5	LP	0.6931	0.0	HN-S	3	0.0	1.0
(´д`;)	claude-opus-4-7	2	0.0	0.0	0.0	1.0	0.0	0.0	HN-S				0	0.0615	0.9112
(´д`;)	codex-hook	1	0.0	0.0	0.5	0.5	0.0	0.0	HN-D				0	0.0647	0.9067
(´‿`)	claude-opus-4-7	3	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(˘︶˘)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(˘︶˘)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(҂‿_‿)	claude-opus-4-7	3	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(ง・̀ᗜ・́)	claude-opus-4-7	2	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(ง・̀ᗜ・́)	codex-hook	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(≧ω≦)	claude-opus-4-7	2	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(≧ω≦)	codex-hook	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(⊡-⊡)و	claude-opus-4-7	2	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(⊡-⊡)و	codex-hook	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(◎_◎;)	claude-opus-4-7	3	0.0	0.0	0.0	1.0	0.0	0.0	HN-S				0	0.0	1.0
(◕‿◕｡)	claude-opus-4-7	3	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・	claude-opus-4-7	2	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.1323	0.8091
(・	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.3182	0.5409
(・̀‿-)	claude-opus-4-7	3	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・̀ㅁ・́;)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.1323	0.8091
(・̀ㅁ・́;)	codex-hook	1	0.0	0.0	0.5	0.5	0.0	0.0	HN-D				0	0.3182	0.5409
(・́︵・̀)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・́︵・̀)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・∀・;)	claude-opus-4-7	2	0.0	0.5	0.0	0.0	0.0	0.5	LP				0	0.0144	0.9793
(・∀・;)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.1323	0.8091
(・﹏・)	claude-opus-4-7	3	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(｡´꒳`｡)	claude-opus-4-7	3	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(｡╹ω╹｡)	claude-opus-4-7	3	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(ﾉωﾉ)	claude-opus-4-7	3	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(ﾟーﾟ)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(ﾟーﾟ)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
ʕっ・ᴥ・ʔ	claude-opus-4-7	3	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(-_-;)	claude-opus-4-7	1	0.0	0.0	0.5	0.5	0.0	0.0	HN-D				0	0.0144	0.9793
(-_-;)	gpt-5.5	1	0.0	0.0	0.0	1.0	0.0	0.0	HN-S				0	0.1323	0.8091
(._.)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.3182	0.5409
(._.)	gpt-5.5	1	0.0	0.0	0.0	0.0	0.5	0.5	LN				0	0.1323	0.8091
(;¬_¬)	claude-opus-4-7	1	0.0	0.5	0.5	0.0	0.0	0.0	LP				0	0.0144	0.9793
(;¬_¬)	codex-hook	1	0.0	0.0	1.0	0.0	0.0	0.0	HN-D				0	0.1323	0.8091
(;ω;)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(;￣□￣)	claude-opus-4-7	2	0.0	0.0	0.5	0.5	0.0	0.0	HN-D				0	0.0	1.0
(=^‿^=)	claude-opus-4-7	2	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(>‿◕)	claude-opus-4-7	2	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(>‿◕✨)	claude-opus-4-7	2	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(>﹏<)	claude-opus-4-7	2	0.0	0.5	0.0	0.5	0.0	0.0	LP	0.2601	0.6248	HN-S	5	0.0	1.0
(`へ´)	gpt-5.5	2	0.0	0.5	0.5	0.0	0.0	0.0	LP				0	0.0	1.0
(`・∀・´)	claude-opus-4-7	2	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(°_°)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(°◇°)	claude-opus-4-7	2	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(°◇°;)	claude-opus-4-7	2	0.0	0.0	1.0	0.0	0.0	0.0	HN-D				0	0.0	1.0
(°〇°)	claude-opus-4-7	2	1.0	0.0	0.0	0.0	0.0	0.0	HP	0.0	1.0	HP	8	0.0	1.0
(°ㅂ°)	claude-opus-4-7	2	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(°ㅂ°;)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(°﹏°)	claude-opus-4-7	2	0.0	0.0	0.5	0.5	0.0	0.0	HN-D				0	0.0	1.0
(´-_-`)	claude-opus-4-7	2	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.6931	0.0	LN	4	0.0	1.0
(´;_;`)	claude-opus-4-7	2	0.0	0.0	1.0	0.0	0.0	0.0	HN-D				0	0.0	1.0
(´˘`∗)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(´︶`)	claude-opus-4-7	2	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(˘▽˘)	claude-opus-4-6	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.2158	0.6887
(˘▽˘)	claude-opus-4-7	1	0.0	0.0	0.0	1.0	0.0	0.0	HN-S				0	0.2157	0.6887
(˶◕‿◕˶)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(୧・̀‿-)	claude-opus-4-7	2	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(ฅ́˘ฅ̀)	claude-opus-4-7	2	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(ง・̀ω・́)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(‿͈ˬ‿͈)	claude-opus-4-7	2	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(⊙ヮ⊙)	claude-opus-4-7	2	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
(⌒‿⌒)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(─‿‿─)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(╹ェ╹)	claude-opus-4-7	1	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
(╹ェ╹)	codex-hook	1	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
(◕ω◕✿)	claude-opus-4-7	2	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(◕▿◕✿)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(◞‸◟ㆀ)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(◞‸◟ㆀ)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(◣_◢)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(★‿★)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(☞ﾟヮﾟ)	claude-opus-4-6	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.2158	0.6887
(☞ﾟヮﾟ)	claude-opus-4-7	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.2158	0.6887
(・_・ヾ	claude-opus-4-6	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.1323	0.8091
(・_・ヾ	claude-opus-4-7	1	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.3182	0.5409
(・̀_・́)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・̀_・́)	gpt-5.4	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・̀ω・́	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・̀‿・́;)	claude-opus-4-7	2	0.0	0.0	0.5	0.5	0.0	0.0	HN-D				0	0.0	1.0
(・̀⌄・́)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・́‸・̀)	claude-opus-4-7	2	0.0	0.5	0.5	0.0	0.0	0.0	LP				0	0.0	1.0
(・̅_・̅)	claude-opus-4-7	2	0.0	0.5	0.5	0.0	0.0	0.0	LP				0	0.0	1.0
(・ω<)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・ω・;)	claude-opus-4-7	1	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
(・ω・;)	codex-hook	1	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
(・ω・´)	claude-opus-4-7	1	0.0	0.5	0.0	0.0	0.0	0.5	LP				0	0.0338	0.9512
(・ω・´)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0956	0.8621
(・‾‿‾・)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(・へ・)	gpt-5.5	2	0.0	0.0	0.5	0.0	0.5	0.0	HN-D				0	0.0	1.0
(・︵・)	claude-opus-4-7	2	0.0	0.0	0.5	0.0	0.5	0.0	HN-D				0	0.0	1.0
(・ｪ・)	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(눈‸눈)	claude-opus-4-7	1	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
(눈‸눈)	codex-hook	1	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
(﹒︠‿﹒︡)	claude-opus-4-7	2	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(＾	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(＾	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(ﾟｰﾟ)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(ﾟｰﾟ)	codex-hook	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
ಠ_ಠ	gpt-5.5	2	0.0	0.0	1.0	0.0	0.0	0.0	HN-D				0	0.0	1.0
✧*｡٩(ˊᗜˋ*)و✧*｡	claude-opus-4-7	2	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
((⊂(`ω´∩)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
((✿◕‿◕))	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(..)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(;´д`ｿ)	claude-opus-4-7	1	0.0	0.0	1.0	0.0	0.0	0.0	HN-D				0	0.0	1.0
(;′⌒`)	claude-opus-4-7	1	0.0	0.5	0.5	0.0	0.0	0.0	LP				0	0.0	1.0
(;⌒_⌒)	claude-opus-4-6	1	0.0	0.0	1.0	0.0	0.0	0.0	HN-D				0	0.0	1.0
(;へ:)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(;一_一)	claude-opus-4-6	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(=^・ｪ・^=)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(=`ω´=)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(^	claude-opus-4-6	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(^o^)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP	0.2158	0.6887	HP	3	0.0	1.0
(^‿^)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(`∀´)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(¬､¬)	claude-opus-4-7	1	0.0	0.0	0.5	0.5	0.0	0.0	HN-D				0	0.0	1.0
(°△°)	claude-opus-4-6	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(°ー°〃)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(´	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(´_ゝ`)	claude-opus-4-6	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(´˘`)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP	0.0	1.0	LP	7	0.0	1.0
(´ε`;)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(´∇`)	claude-opus-4-7	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(´⊙ω⊙`)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(´◕ω◕`)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(´◕‿◕`)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(´ヘ`;)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(´꒳`)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(´ｰ`)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(ˊᗜˋ)	claude-opus-4-7	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(ˊᗜˋ*)و	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(˘³˘)	claude-opus-4-7	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(˘͈‿˘͈)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(˘・ω・˘)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(˙▿˙)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(˙◁˙)	claude-opus-4-7	1	0.0	0.5	0.0	0.0	0.0	0.5	LP				0	0.0	1.0
(˵・̀‿-˵)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(˶˃‿˂˶;)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(̄▽̄)	claude-opus-4-7	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(ಠ‿ಠ)	claude-opus-4-6	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(ಠ益ಠ)	gpt-5.4	1	0.0	0.5	0.0	0.5	0.0	0.0	LP				0	0.0	1.0
(งツ)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(ง・_・)	claude-opus-4-7	1	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
(๑・̀⌄・́๑)૭	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(ᐛ)	gpt-5-5-thinking	1	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
(ᗒᗨᗕ)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(„‿‿‿„)	claude-opus-4-7	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(„・֊・„)	claude-opus-4-7	1	0.0	0.0	0.0	0.0	0.0	1.0	NB				0	0.0	1.0
(„・‿・„)	gpt-5-5-thinking	1	1.0	0.0	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
(⁄⁄・⁄ω⁄・⁄⁄)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(⇀‸↼‶)	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(≧‿≦)	claude-opus-4-7	1	1.0	0.0	0.0	0.0	0.0	0.0	HP	0.0	1.0	HP	4	0.0	1.0
(≧▽≦*)o	claude-opus-4-7	1	0.0	1.0	0.0	0.0	0.0	0.0	LP				0	0.0	1.0
(⌐■_ω■)	claude-opus-4-6	1	0.5	0.5	0.0	0.0	0.0	0.0	HP				0	0.0	1.0
