layer	pc1_var	pc2_var	silhouette	between_centroid_std_pc1	between_centroid_std_pc2
2	0.20419371128082275	0.08413054049015045	0.03869440034031868	2.940666559735158	1.664244296157832
3	0.19942469894886017	0.0850602462887764	0.040047306567430496	2.9808944074867774	1.7496612068855661
4	0.1945664882659912	0.08416669070720673	0.053441401571035385	3.1523682144767657	1.8694409992753758
5	0.19763270020484924	0.08395107090473175	0.060966234654188156	3.0886827870535614	1.833243440169828
6	0.19755789637565613	0.08606239408254623	0.08341512084007263	3.2736990777119694	1.965128464992656
7	0.19257864356040955	0.09229615330696106	0.11896263808012009	3.5649752838668802	2.101547122244918
8	0.18452957272529602	0.10492831468582153	0.15184202790260315	4.033371530469955	2.4335102228152157
9	0.1803654283285141	0.14258641004562378	0.13578788936138153	3.8983619720948752	2.6584745068409004
10	0.18179623782634735	0.1610577553510666	0.15005731582641602	4.000409484926399	3.422990480566666
11	0.18538613617420197	0.17566628754138947	0.14491203427314758	3.0147866218917785	4.1054449565317475
12	0.20703056454658508	0.164313405752182	0.11319944262504578	2.8937611791562747	3.6057662997177617
13	0.20666199922561646	0.15433156490325928	0.12395113706588745	3.1239575334948424	3.662405730069695
14	0.2124178111553192	0.14840863645076752	0.12742049992084503	3.3001354893828734	3.7705455786622544
15	0.24581347405910492	0.13276249170303345	0.11619052290916443	3.682742862084244	3.586936746454283
16	0.22954587638378143	0.12219420820474625	0.13722993433475494	4.3273923941599834	3.9063007624218766
17	0.22453534603118896	0.11806345731019974	0.13567976653575897	4.363484777742623	3.6391955847343676
18	0.21200299263000488	0.1102101057767868	0.15654133260250092	5.1119355681796375	4.139892595326293
19	0.249580517411232	0.10330118983983994	0.12886573374271393	5.686906925139608	4.1911925336480715
20	0.29846155643463135	0.09305126219987869	0.09300592541694641	6.272363447536584	4.016393361749869
21	0.2787996530532837	0.08558731526136398	0.08782012015581131	7.256854601589374	4.4626176088733045
22	0.20576725900173187	0.08692524582147598	0.08395750820636749	7.439478936195245	5.215404256521969
23	0.22336603701114655	0.08541619777679443	0.028095943853259087	6.748379109589729	4.458804337787443
24	0.21099182963371277	0.08913736045360565	0.030400846153497696	7.0623121274716	4.590010222905535
25	0.19673916697502136	0.09523377567529678	0.051096946001052856	6.831573871621125	4.659091658733475
26	0.20548108220100403	0.09398989379405975	0.07063940912485123	6.657890577840869	4.304382423117368
27	0.21751092374324799	0.07872755825519562	0.09601296484470367	6.272495428135228	3.6470859607755455
28	0.20837704837322235	0.08666568994522095	0.1614915430545807	6.098805057734923	3.507066320976374
29	0.23172256350517273	0.08195776492357254	0.16858838498592377	6.584775534037502	3.649801425598627
30	0.2107464224100113	0.07381492853164673	0.1820794641971588	8.694742614464626	4.99762207497044
31	0.19832712411880493	0.07035704702138901	0.18430793285369873	9.416540510753958	5.275376472949352
32	0.21174676716327667	0.06835250556468964	0.16441677510738373	9.813386752291029	5.476664219061914
33	0.18810808658599854	0.06745843589305878	0.16108664870262146	10.130367941211281	5.941064749960074
34	0.16177502274513245	0.06688915938138962	0.17437009513378143	9.844975232180424	6.192056646299077
35	0.16177044808864594	0.07063531875610352	0.14960427582263947	9.568023811112596	6.25879220096415
36	0.17892129719257355	0.07597614824771881	0.13122785091400146	10.553731778366966	6.489397220070145
37	0.1821231096982956	0.0751708596944809	0.12258758395910263	11.05292737578453	6.709961203059208
38	0.18129247426986694	0.08787841349840164	0.12282000482082367	11.443703580748469	7.495898054315478
39	0.1285254806280136	0.08384310454130173	0.14562667906284332	12.296883645183819	9.378809779187357
40	0.1359897255897522	0.09477927535772324	0.09631715714931488	11.766296378827127	9.06591726746879
41	0.132449671626091	0.08802230656147003	0.0728595182299614	9.40170703772082	8.231761206825556
42	0.1361030638217926	0.08516883105039597	0.10462680459022522	10.049660911105367	8.642908562291417
43	0.14474153518676758	0.08341390639543533	0.1135256215929985	9.547003319954694	7.902373421386435
44	0.14893516898155212	0.08172044903039932	0.11740274727344513	9.793440500471059	7.654837948856396
45	0.14113464951515198	0.08145669102668762	0.1251041442155838	9.021368250555627	7.249441356695033
46	0.13796977698802948	0.08298254013061523	0.11270305514335632	8.522418361047233	7.0762920296778296
47	0.13910283148288727	0.08313486725091934	0.10732317715883255	8.085496303560475	6.575795906288032
48	0.1337050497531891	0.0821504145860672	0.09772654622793198	7.513982849704588	6.221248169135009
49	0.12479739636182785	0.08774060010910034	0.09652575850486755	6.965198232234082	5.5991266977198615
50	0.11784501373767853	0.08344072848558426	0.1315157264471054	6.587331249368315	5.01995629133218
51	0.11526624858379364	0.0817362517118454	0.1690310686826706	6.738275736957515	5.217129969970975
52	0.11392107605934143	0.08284773677587509	0.15633688867092133	6.0772927477969345	4.750945971655633
53	0.11288224905729294	0.09099340438842773	0.08922288566827774	5.289166699662284	4.152224223200618
54	0.11159559339284897	0.09841665625572205	0.07312409579753876	5.2268277390933475	4.413774967030515
55	0.1156260222196579	0.10726410150527954	0.05083203315734863	4.943828221321599	5.017230164465233
56	0.12419170141220093	0.08662175387144089	0.0770149976015091	6.157222714674078	4.14349246746313
57	0.1297779232263565	0.07486007362604141	0.1167147159576416	6.3732653053738915	4.626383503359038
