model	kind	n_prompts	rep	r2_face	r2_quad	face_gain
ministral	subsample	60	32			-0.12827
ministral	subsample	60	33			-0.13541
ministral	subsample	60	34			-0.16765
ministral	subsample	60	35			-0.16609
ministral	subsample	60	36			-0.17334
ministral	subsample	60	37			-0.11972
ministral	subsample	60	38			-0.14681
ministral	subsample	60	39			-0.13700
ministral	subsample	60	40			-0.18001
ministral	subsample	60	41			-0.13645
ministral	subsample	60	42			-0.19672
ministral	subsample	60	43			-0.16976
ministral	subsample	60	44			-0.14377
ministral	subsample	60	45			-0.12738
ministral	subsample	60	46			-0.17123
ministral	subsample	60	47			-0.17039
ministral	subsample	60	48			-0.15315
ministral	subsample	60	49			-0.16411
ministral	subsample	90	0			-0.16967
ministral	subsample	90	1			-0.17710
ministral	subsample	90	2			-0.15987
ministral	subsample	90	3			-0.15737
ministral	subsample	90	4			-0.14687
ministral	subsample	90	5			-0.16907
ministral	subsample	90	6			-0.14701
ministral	subsample	90	7			-0.21255
ministral	subsample	90	8			-0.17156
ministral	subsample	90	9			-0.14792
ministral	subsample	90	10			-0.15271
ministral	subsample	90	11			-0.18570
ministral	subsample	90	12			-0.14892
ministral	subsample	90	13			-0.15607
ministral	subsample	90	14			-0.16466
ministral	subsample	90	15			-0.19869
ministral	subsample	90	16			-0.16093
ministral	subsample	90	17			-0.17658
ministral	subsample	90	18			-0.16480
ministral	subsample	90	19			-0.16881
ministral	subsample	90	20			-0.17887
ministral	subsample	90	21			-0.14929
ministral	subsample	90	22			-0.15074
ministral	subsample	90	23			-0.17212
ministral	subsample	90	24			-0.19949
ministral	subsample	90	25			-0.15782
ministral	subsample	90	26			-0.18176
ministral	subsample	90	27			-0.15002
ministral	subsample	90	28			-0.15245
ministral	subsample	90	29			-0.15551
ministral	subsample	90	30			-0.17729
ministral	subsample	90	31			-0.17075
ministral	subsample	90	32			-0.16014
ministral	subsample	90	33			-0.17927
ministral	subsample	90	34			-0.16872
ministral	subsample	90	35			-0.15360
ministral	subsample	90	36			-0.17165
ministral	subsample	90	37			-0.15617
ministral	subsample	90	38			-0.16441
ministral	subsample	90	39			-0.18884
ministral	subsample	90	40			-0.14869
ministral	subsample	90	41			-0.15425
ministral	subsample	90	42			-0.17932
ministral	subsample	90	43			-0.15867
ministral	subsample	90	44			-0.17570
ministral	subsample	90	45			-0.18386
ministral	subsample	90	46			-0.19290
ministral	subsample	90	47			-0.15979
ministral	subsample	90	48			-0.18799
ministral	subsample	90	49			-0.14570
ministral	subsample	120	0			-0.14726
ministral	subsample	120	1			-0.12499
ministral	subsample	120	2			-0.14864
ministral	subsample	120	3			-0.13574
ministral	subsample	120	4			-0.15022
ministral	subsample	120	5			-0.17334
ministral	subsample	120	6			-0.18619
ministral	subsample	120	7			-0.18698
ministral	subsample	120	8			-0.14069
ministral	subsample	120	9			-0.16830
ministral	subsample	120	10			-0.14754
ministral	subsample	120	11			-0.13467
ministral	subsample	120	12			-0.17392
ministral	subsample	120	13			-0.13412
ministral	subsample	120	14			-0.16936
ministral	subsample	120	15			-0.12573
ministral	subsample	120	16			-0.18369
ministral	subsample	120	17			-0.14912
ministral	subsample	120	18			-0.15123
ministral	subsample	120	19			-0.15401
ministral	subsample	120	20			-0.15236
ministral	subsample	120	21			-0.13383
ministral	subsample	120	22			-0.17414
ministral	subsample	120	23			-0.18013
ministral	subsample	120	24			-0.16377
ministral	subsample	120	25			-0.15003
ministral	subsample	120	26			-0.17775
ministral	subsample	120	27			-0.13989
ministral	subsample	120	28			-0.16540
ministral	subsample	120	29			-0.14484
ministral	subsample	120	30			-0.18516
ministral	subsample	120	31			-0.18166
ministral	subsample	120	32			-0.14886
ministral	subsample	120	33			-0.17152
ministral	subsample	120	34			-0.15311
ministral	subsample	120	35			-0.17873
ministral	subsample	120	36			-0.13633
ministral	subsample	120	37			-0.17719
ministral	subsample	120	38			-0.16622
ministral	subsample	120	39			-0.17856
ministral	subsample	120	40			-0.08527
ministral	subsample	120	41			-0.14165
ministral	subsample	120	42			-0.15830
ministral	subsample	120	43			-0.14720
ministral	subsample	120	44			-0.16051
ministral	subsample	120	45			-0.19805
ministral	subsample	120	46			-0.13241
ministral	subsample	120	47			-0.19627
ministral	subsample	120	48			-0.19268
ministral	subsample	120	49			-0.15975
