size	encoders	mean_jsd	similarity	mean_jsd_weighted	similarity_weighted	accuracy	n_correct	kappa
3	gemma_intro_v7_primed,haiku,opus	0.12996469809464967	0.8125005745682177	0.08769714617518069	0.8734797621129523	0.7037037037037037	38	0.6258120398440883
5	gemma,gemma_intro_v7_primed,gpt_oss_20b,haiku,ministral	0.13008646650188338	0.8123248998909646	0.07313161780776763	0.8944933776565467	0.7037037037037037	38	0.6307692307692307
6	bol,gemma,gemma_intro_v7_primed,granite,ministral,opus	0.13041609530414866	0.8118493460526023	0.08975133132139755	0.8705161993894375	0.7962962962962963	43	0.7428571428571429
5	gemma,gemma_intro_v7_primed,ministral,opus,qwen	0.13048010539175015	0.8117569990166528	0.07241781899304067	0.8955231716667457	0.7037037037037037	38	0.6301369863013698
4	gemma,gemma_intro_v7_primed,opus,rinna_jp_3_6b_jp	0.13063016313650946	0.8115405114524415	0.08793494936129981	0.8731366846356307	0.6851851851851852	37	0.6086956521739131
6	bol,gemma,gemma_intro_v7_primed,gpt_oss_20b,ministral,opus	0.1309683932178061	0.8110525485914754	0.08386847402270134	0.879003368440524	0.7407407407407407	40	0.6749785038693035
4	gemma,gemma_intro_v7_primed,gpt_oss_20b,ministral	0.1309831080838405	0.8110313195272202	0.0740080408719526	0.8932289664481262	0.6851851851851852	37	0.6100254885301615
7	bol,gemma,gemma_intro_v7_primed,granite,haiku,ministral,opus	0.13100661411000053	0.8109974074998482	0.08771726688323596	0.8734507340672217	0.8148148148148148	44	0.7659297789336801
6	bol,gemma,gemma_intro_v7_primed,gpt_oss_20b,granite,opus	0.131125375664388	0.810826070794285	0.09505251356032335	0.8628682100624906	0.7962962962962963	43	0.7434125269978402
4	bol,gemma,gemma_intro_v7_primed,opus	0.1311300135636678	0.810819379719994	0.10867311549509928	0.8432178351972667	0.7407407407407407	40	0.6756756756756757
